#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
A0A1Y6G5Q4/8-122     -            115 Bac_globin           PF01152.28   121   2.7e-08   32.6   0.2   1   1   2.2e-09   3.5e-08   32.2   0.2     9   118     1   109     1   112 0.84 tr|A0A1Y6G5Q4|A0A1Y6G5Q4_9BACI Truncated hemoglobin YjbI OS=Bacillus sp. OV166 OX=1882763 GN=SAMN05444673_4194 PE=4 SV=1
A0A2S8PT24/8-154     -            147 Bac_globin           PF01152.28   121     0.022   13.5   0.0   1   1    0.0022     0.035   12.9   0.0    11    57    28    73    25    83 0.83 tr|A0A2S8PT24|A0A2S8PT24_9BACL Chemotaxis protein OS=Paenibacillus sp. AR247 OX=1631599 GN=CPT76_02490 PE=4 SV=1
A0A3D9GNX2/8-154     -            147 Bac_globin           PF01152.28   121     0.022   13.5   0.0   1   1    0.0022     0.035   12.9   0.0    11    57    28    73    25    83 0.83 tr|A0A3D9GNX2|A0A3D9GNX2_9BACL Heme-based aerotactic transducer OS=Paenibacillus sp. VMFN-D1 OX=2135608 GN=C7820_3622 PE=4 SV=1
A0A1H3H5P5/30-154    -            125 Bac_globin           PF01152.28   121     0.022   13.5   0.0   1   1     0.002     0.033   13.0   0.0    14    57    33    76    25   101 0.80 tr|A0A1H3H5P5|A0A1H3H5P5_9EURY Heam-based aerotactic trancducer OS=Halobellus clavatus OX=660517 GN=SAMN04487946_106145 PE=4 SV=1
A0A1U7ETB0/31-195    -            165 Bac_globin           PF01152.28   121     0.022   13.5   0.0   1   1    0.0019     0.031   13.0   0.0     7    79    25    98    19   144 0.69 tr|A0A1U7ETB0|A0A1U7ETB0_NATPD Transducer protein HemAT OS=Natronomonas pharaonis (strain ATCC 35678 / DSM 2160 / CIP 103997 / NBRC 14720 / NCIMB 2260 / Gabara) OX=348780 GN=hemAT1 PE=4 SV=1
A0A351V317/7-160     -            154 Bac_globin           PF01152.28   121     0.023   13.5   0.3   1   1     0.002     0.032   13.0   0.3    16    60    35    78    30   140 0.72 tr|A0A351V317|A0A351V317_9GAMM Histidine kinase (Fragment) OS=Methylococcaceae bacterium OX=1933926 GN=DCZ48_10585 PE=4 SV=1
A0A3M1PNU1/27-174    -            148 Bac_globin           PF01152.28   121     0.023   13.5   0.1   1   1    0.0021     0.034   12.9   0.1    10    58    27    73    24   141 0.73 tr|A0A3M1PNU1|A0A3M1PNU1_9PROT Globin-coupled sensor protein OS=Alphaproteobacteria bacterium OX=1913988 GN=D6740_10105 PE=4 SV=1
A0A0P9HQ75/45-197    -            153 Bac_globin           PF01152.28   121     0.023   13.4   0.0   1   1     0.002     0.032   13.0   0.0    11    94    30   112    26   139 0.67 tr|A0A0P9HQ75|A0A0P9HQ75_9BACL Chemotaxis protein OS=Paenibacillus sp. A3 OX=1337054 GN=QJ48_16475 PE=4 SV=1
A0A1N7CZ09/33-184    -            152 Bac_globin           PF01152.28   121     0.023   13.4   0.1   1   1    0.0019      0.03   13.1   0.1    10    82    27    98    22   139 0.73 tr|A0A1N7CZ09|A0A1N7CZ09_9BACI Heam-based aerotactic trancducer OS=Bacillus simplex OX=1478 GN=SAMN05878482_10538 PE=4 SV=1
A0A3A8P0I4/9-162     -            154 Bac_globin           PF01152.28   121     0.023   13.4   0.0   1   1    0.0019      0.03   13.1   0.0     9    97    27   115    25   136 0.72 tr|A0A3A8P0I4|A0A3A8P0I4_9DELT Histidine kinase OS=Corallococcus sp. CA040B OX=2316726 GN=D7X12_04470 PE=4 SV=1
B4VTV6/10-156        -            147 Bac_globin           PF01152.28   121     0.024   13.4   0.0   1   1    0.0019     0.031   13.0   0.0     9    84    25   102    19   137 0.70 tr|B4VTV6|B4VTV6_9CYAN Uncharacterized protein OS=Coleofasciculus chthonoplastes PCC 7420 OX=118168 GN=MC7420_6066 PE=4 SV=1
A0A1C2I3I1/16-156    -            141 Bac_globin           PF01152.28   121     0.024   13.4   0.0   1   1     0.002     0.032   13.0   0.0    10   107    18   114    10   122 0.81 tr|A0A1C2I3I1|A0A1C2I3I1_ACITH Uncharacterized protein OS=Acidithiobacillus thiooxidans OX=930 GN=A6M23_13850 PE=4 SV=1
A0A396S5C1/34-185    -            152 Bac_globin           PF01152.28   121     0.024   13.4   0.1   1   1    0.0024     0.039   12.7   0.1    10    79    28    94    26   121 0.82 tr|A0A396S5C1|A0A396S5C1_9BACI Chemotaxis protein OS=Lysinibacillus sp. YLB-03 OX=2304605 GN=D1B33_13780 PE=4 SV=1
B4VTT9/16-157        -            142 Bac_globin           PF01152.28   121     0.025   13.4   0.0   1   1    0.0021     0.035   12.9   0.0    14   112    24   124    18   130 0.78 tr|B4VTT9|B4VTT9_9CYAN Uncharacterized protein OS=Coleofasciculus chthonoplastes PCC 7420 OX=118168 GN=MC7420_6178 PE=4 SV=1
A0A1S2QTH7/27-179    -            153 Bac_globin           PF01152.28   121     0.025   13.3   0.0   1   1    0.0021     0.033   12.9   0.0    10    57    28    74    26   136 0.89 tr|A0A1S2QTH7|A0A1S2QTH7_9BACI Chemotaxis protein OS=Bacillus sp. MUM 13 OX=1678001 GN=BIV59_16965 PE=4 SV=1
A0A2W7A8R8/15-156    -            142 Bac_globin           PF01152.28   121     0.025   13.3   0.0   1   1     0.002     0.032   13.0   0.0    13    96    24   109    18   131 0.65 tr|A0A2W7A8R8|A0A2W7A8R8_9CYAN Uncharacterized protein OS=Leptolyngbya sp. OX=47254 GN=DCF22_13190 PE=4 SV=1
A0A0F5I7N2/34-183    -            150 Bac_globin           PF01152.28   121     0.025   13.3   0.0   1   1    0.0028     0.045   12.5   0.0    11    58    26    72    23    96 0.85 tr|A0A0F5I7N2|A0A0F5I7N2_9BACI Methyl-accepting chemotaxis protein OS=Quasibacillus thermotolerans OX=1221996 GN=QY95_00631 PE=4 SV=1
A0A2A7WEH5/1-146     -            146 Bac_globin           PF01152.28   121     0.026   13.3   0.0   1   1    0.0021     0.033   12.9   0.0    10    81    21    91    19   135 0.68 tr|A0A2A7WEH5|A0A2A7WEH5_9BACI Chemotaxis protein OS=Bacillus butanolivorans OX=421767 GN=CN689_15595 PE=4 SV=1
A0A176J195/32-180    -            149 Bac_globin           PF01152.28   121     0.026   13.3   0.0   1   1    0.0021     0.034   12.9   0.0    10    79    26    94    22   136 0.77 tr|A0A176J195|A0A176J195_9BACI Chemotaxis protein OS=Bacillus sp. SJS OX=1423321 GN=AS29_017890 PE=4 SV=1
E6X116/10-146        -            137 Bac_globin           PF01152.28   121     0.026   13.3   0.0   1   1    0.0024     0.038   12.7   0.0    14    58    25    67    19    79 0.91 tr|E6X116|E6X116_NITSE Uncharacterized protein OS=Nitratifractor salsuginis (strain DSM 16511 / JCM 12458 / E9I37-1) OX=749222 GN=Nitsa_0550 PE=4 SV=1
A0A1I1N542/27-179    -            153 Bac_globin           PF01152.28   121     0.026   13.2   0.0   1   1    0.0027     0.044   12.5   0.0    10    57    28    74    26    99 0.91 tr|A0A1I1N542|A0A1I1N542_9BACI Heam-based aerotactic trancducer OS=Bacillus sp. OV322 OX=1882764 GN=SAMN05443252_108144 PE=4 SV=1
A8UVB3/14-161        -            148 Bac_globin           PF01152.28   121     0.027   13.2   0.1   1   1    0.0026     0.043   12.6   0.1     9    55    29    73    23    75 0.92 tr|A8UVB3|A8UVB3_9AQUI Uncharacterized protein OS=Hydrogenivirga sp. 128-5-R1-1 OX=392423 GN=HG1285_16201 PE=4 SV=1
M0KTT3/37-197        -            161 Bac_globin           PF01152.28   121     0.028   13.2   0.1   1   1    0.0042     0.067   11.9   0.1    10    77    28    95    25   144 0.70 tr|M0KTT3|M0KTT3_HALAR Heme-based aerotactic transducer HemAT OS=Haloarcula argentinensis DSM 12282 OX=1230451 GN=C443_08193 PE=4 SV=1
A0A2V4VR66/8-157     -            150 Bac_globin           PF01152.28   121     0.028   13.2   0.0   1   1    0.0029     0.048   12.4   0.0    10    57    27    73    25    92 0.83 tr|A0A2V4VR66|A0A2V4VR66_PAEBA Heme-based aerotactic transducer OS=Paenibacillus barcinonensis OX=198119 GN=DFQ00_101547 PE=4 SV=1
B0R5R8/31-193        -            163 Bac_globin           PF01152.28   121     0.029   13.1   0.1   1   1    0.0026     0.041   12.6   0.1    10    57    29    76    27   141 0.79 tr|B0R5R8|B0R5R8_HALS3 Transducer protein HemAT OS=Halobacterium salinarum (strain ATCC 29341 / DSM 671 / R1) OX=478009 GN=hemAT PE=4 SV=1
Q9HPR6/31-193        -            163 Bac_globin           PF01152.28   121     0.029   13.1   0.1   1   1    0.0026     0.041   12.6   0.1    10    57    29    76    27   141 0.79 sp|Q9HPR6|HMAT_HALSA Heme-based aerotactic transducer HemAT OS=Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1) OX=64091 GN=hemAT PE=4 SV=1
A7HD43/9-161         -            153 Bac_globin           PF01152.28   121     0.029   13.1   0.0   1   1    0.0026     0.041   12.6   0.0    10    65    27    84    21   109 0.78 sp|A7HD43|GCHK_ANADF Globin-coupled histidine kinase OS=Anaeromyxobacter sp. (strain Fw109-5) OX=404589 GN=gchK PE=1 SV=1
W4QKQ3/30-183        -            154 Bac_globin           PF01152.28   121     0.029   13.1   0.0   1   1    0.0055     0.089   11.5   0.0    10    65    29    85    27   139 0.77 tr|W4QKQ3|W4QKQ3_9BACI Methyl-accepting chemotaxis protein OS=Bacillus hemicellulosilyticus JCM 9152 OX=1236971 GN=JCM9152_3752 PE=4 SV=1
A0A2W7FA11/18-169    -            152 Bac_globin           PF01152.28   121     0.029   13.1   0.0   1   1    0.0026     0.042   12.6   0.0    14    64    32    84    27    97 0.82 tr|A0A2W7FA11|A0A2W7FA11_9BURK Methyl-accepting chemotaxis protein OS=Paraburkholderia sp. PDC91 OX=2135498 GN=C7514_12333 PE=4 SV=1
A0A081NZQ2/44-196    -            153 Bac_globin           PF01152.28   121     0.029   13.1   0.0   1   1    0.0027     0.044   12.5   0.0     9    94    28   112    27   140 0.65 tr|A0A081NZQ2|A0A081NZQ2_9BACL Chemotaxis protein OS=Paenibacillus tyrfis OX=1501230 GN=ET33_11600 PE=4 SV=1
A0A0B8ZHM9/10-164    -            155 Bac_globin           PF01152.28   121     0.029   13.1   0.0   1   1    0.0029     0.047   12.4   0.0    17    57    34    73    30    97 0.86 tr|A0A0B8ZHM9|A0A0B8ZHM9_9SPHN Methyl-accepting chemotaxis sensory transducer OS=Novosphingobium subterraneum OX=48936 GN=NJ75_02419 PE=4 SV=1
A0A271M751/30-181    -            152 Bac_globin           PF01152.28   121     0.029   13.1   0.0   1   1    0.0025      0.04   12.7   0.0    11   104    29   121    26   136 0.70 tr|A0A271M751|A0A271M751_9BACI Methyl-accepting transducer domain-containing protein OS=Bacillaceae bacterium SAOS 7 OX=2015052 GN=CD798_03575 PE=4 SV=1
A0A3A6PCW5/7-153     -            147 Bac_globin           PF01152.28   121      0.03   13.1   0.0   1   1     0.003     0.048   12.4   0.0    10    57    28    74    26    84 0.84 tr|A0A3A6PCW5|A0A3A6PCW5_9BACL Chemotaxis protein OS=Paenibacillus pinisoli OX=1276110 GN=D3P09_07530 PE=4 SV=1
G9Z6T9/15-155        -            141 Bac_globin           PF01152.28   121      0.03   13.1   0.0   1   1    0.0033     0.054   12.3   0.0    10    48    20    56    17    64 0.82 tr|G9Z6T9|G9Z6T9_9ENTR Diguanylate cyclase domain protein OS=Yokenella regensburgei ATCC 43003 OX=1002368 GN=HMPREF0880_02944 PE=4 SV=1
A0A0F5R2S6/7-157     -            151 Bac_globin           PF01152.28   121      0.03   13.1   0.0   1   1    0.0029     0.046   12.5   0.0    11    57    29    74    21    84 0.85 tr|A0A0F5R2S6|A0A0F5R2S6_9BACL Chemotaxis protein OS=Paenibacillus sp. D9 OX=665792 GN=VE23_04845 PE=4 SV=1
A0A370GFU3/28-181    -            154 Bac_globin           PF01152.28   121      0.03   13.1   0.0   1   1    0.0023     0.037   12.8   0.0    11    57    30    75    28   137 0.82 tr|A0A370GFU3|A0A370GFU3_9BACI Heme-based aerotactic transducer OS=Falsibacillus pallidus OX=493781 GN=DFR59_10519 PE=4 SV=1
W8YND1/70-220        -            151 Bac_globin           PF01152.28   121      0.03   13.1   0.0   1   1    0.0029     0.046   12.5   0.0    11    57    29    74    21    84 0.85 tr|W8YND1|W8YND1_9BACL Methyl-accepting chemotaxis protein signaling domain protein OS=Paenibacillus sp. P22 OX=483908 GN=BN871_AF_00320 PE=4 SV=1
A0A1Q8Q5C6/32-185    -            154 Bac_globin           PF01152.28   121      0.03   13.1   0.1   1   1    0.0027     0.044   12.5   0.1     9   116    28   135    27   140 0.79 tr|A0A1Q8Q5C6|A0A1Q8Q5C6_9BACI Methyl-accepting transducer domain-containing protein OS=Domibacillus antri OX=1714264 GN=BTO30_09495 PE=4 SV=1
A0A1I3WMA6/29-181    -            153 Bac_globin           PF01152.28   121      0.03   13.1   0.0   1   1    0.0032     0.052   12.3   0.0    10    57    29    75    27   106 0.76 tr|A0A1I3WMA6|A0A1I3WMA6_HALDA Heam-based aerotactic trancducer OS=Halobacillus dabanensis OX=240302 GN=SAMN04487936_10717 PE=4 SV=1
A0A1I0TNE8/35-151    -            117 Bac_globin           PF01152.28   121     0.031   13.0   0.0   1   1    0.0026     0.041   12.6   0.0     9    65    26    83    25   102 0.79 tr|A0A1I0TNE8|A0A1I0TNE8_9BACI Heam-based aerotactic trancducer OS=Parageobacillus thermantarcticus OX=186116 GN=SAMN05192569_104023 PE=4 SV=1
A0A3M2AEM2/70-221    -            152 Bac_globin           PF01152.28   121     0.031   13.0   0.0   1   1    0.0033     0.053   12.3   0.0    11    76    27    92    24   141 0.79 tr|A0A3M2AEM2|A0A3M2AEM2_9DELT Sensor histidine kinase OS=Deltaproteobacteria bacterium OX=2026735 GN=D6705_03635 PE=4 SV=1
A0A2E2N0D3/57-208    -            152 Bac_globin           PF01152.28   121     0.032   13.0   0.0   1   1    0.0027     0.043   12.6   0.0    10   111    28   128    26   138 0.78 tr|A0A2E2N0D3|A0A2E2N0D3_HALSX GGDEF domain-containing protein OS=Halomonas sp. OX=1486246 GN=CME82_10100 PE=4 SV=1
A0A259TF42/8-154     -            147 Bac_globin           PF01152.28   121     0.032   13.0   0.0   1   1    0.0032     0.052   12.3   0.0    11    57    28    73    24    83 0.82 tr|A0A259TF42|A0A259TF42_9BACL Chemotaxis protein OS=Paenibacillus sp. XY044 OX=2026089 GN=CJP46_10885 PE=4 SV=1
E4U6E8/19-141        -            123 Bac_globin           PF01152.28   121     0.032   13.0   0.1   1   1    0.0042     0.068   11.9   0.1    13    59    22    66    19   119 0.93 tr|E4U6E8|E4U6E8_OCEP5 Globin domain OS=Oceanithermus profundus (strain DSM 14977 / NBRC 100410 / VKM B-2274 / 506) OX=670487 GN=Ocepr_0171 PE=4 SV=1
A0A1S2R3C5/29-181    -            153 Bac_globin           PF01152.28   121     0.032   13.0   0.0   1   1    0.0025      0.04   12.7   0.0    10    65    28    84    26   136 0.79 tr|A0A1S2R3C5|A0A1S2R3C5_9BACI Chemotaxis protein OS=Bacillus sp. MUM 116 OX=1678002 GN=BIV60_15015 PE=4 SV=1
A0A2E2WBR5/10-148    -            139 Bac_globin           PF01152.28   121     0.033   12.9   0.0   1   2     0.024      0.38    9.5   0.0    11    50    28    66    25    73 0.75 tr|A0A2E2WBR5|A0A2E2WBR5_9FLAO Uncharacterized protein (Fragment) OS=Flavobacteriaceae bacterium OX=1871037 GN=CMC70_11320 PE=4 SV=1
A0A2E2WBR5/10-148    -            139 Bac_globin           PF01152.28   121     0.033   12.9   0.0   2   2      0.73        12    4.7   0.0    72    98    52    78    46    86 0.84 tr|A0A2E2WBR5|A0A2E2WBR5_9FLAO Uncharacterized protein (Fragment) OS=Flavobacteriaceae bacterium OX=1871037 GN=CMC70_11320 PE=4 SV=1
A0A3M1A057/41-175    -            135 Bac_globin           PF01152.28   121     0.033   12.9   0.0   1   2      0.03      0.49    9.2   0.0    10    53    13    54    11    59 0.90 tr|A0A3M1A057|A0A3M1A057_9PROT Globin-coupled sensor protein (Fragment) OS=Alphaproteobacteria bacterium OX=1913988 GN=D6807_04565 PE=4 SV=1
A0A3M1A057/41-175    -            135 Bac_globin           PF01152.28   121     0.033   12.9   0.0   2   2       5.9        95    1.8   0.0    84   115    93   124    84   130 0.73 tr|A0A3M1A057|A0A3M1A057_9PROT Globin-coupled sensor protein (Fragment) OS=Alphaproteobacteria bacterium OX=1913988 GN=D6807_04565 PE=4 SV=1
A0A124JYU4/6-158     -            153 Bac_globin           PF01152.28   121     0.033   12.9   0.0   1   1    0.0026     0.042   12.6   0.0    16    78    33    94    18   119 0.77 tr|A0A124JYU4|A0A124JYU4_9SPHN Chemotaxis protein OS=Novosphingobium sp. Fuku2-ISO-50 OX=1739114 GN=AQZ50_07655 PE=4 SV=1
A0A2T6B9L0/5-152     -            148 Bac_globin           PF01152.28   121     0.035   12.9   0.0   1   1    0.0032     0.052   12.3   0.0    10    57    28    74    26   122 0.80 tr|A0A2T6B9L0|A0A2T6B9L0_9RHOB Methyl-accepting chemotaxis protein OS=Roseivivax pacificus OX=1267769 GN=C8N44_10160 PE=4 SV=1
A0A3M1PVM4/37-184    -            148 Bac_globin           PF01152.28   121     0.035   12.8   0.0   1   1     0.003     0.048   12.4   0.0    11    66    28    84    25   100 0.77 tr|A0A3M1PVM4|A0A3M1PVM4_9BACT Histidine kinase domain-containing protein OS=Planctomycetes bacterium OX=2026780 GN=D6744_17875 PE=4 SV=1
A0A1L8ZK85/31-183    -            153 Bac_globin           PF01152.28   121     0.035   12.8   0.0   1   1    0.0047     0.075   11.8   0.0     9    57    28    75    27   131 0.87 tr|A0A1L8ZK85|A0A1L8ZK85_9BACI Methyl-accepting transducer domain-containing protein OS=Bacillus obstructivus OX=1914540 GN=BLX88_14765 PE=4 SV=1
A0A199Y2Q6/4-156     -            153 Bac_globin           PF01152.28   121     0.035   12.8   0.0   1   1    0.0035     0.056   12.2   0.0    12    57    30    74    26   102 0.85 tr|A0A199Y2Q6|A0A199Y2Q6_9PROT Chemotaxis protein OS=Thalassospira profundimaris OX=502049 GN=TH15_21935 PE=4 SV=1
A0A0M1NLF5/33-184    -            152 Bac_globin           PF01152.28   121     0.036   12.8   0.0   1   1     0.003     0.049   12.4   0.0    10    82    27    98    23   137 0.74 tr|A0A0M1NLF5|A0A0M1NLF5_9BACI Methyl-accepting transducer domain-containing protein OS=Bacillus sp. FJAT-22058 OX=1581037 GN=AM233_02255 PE=4 SV=1
A0A1I7CFQ3/18-168    -            151 Bac_globin           PF01152.28   121     0.036   12.8   0.0   1   1    0.0027     0.043   12.6   0.0    10    58    28    75    26   135 0.80 tr|A0A1I7CFQ3|A0A1I7CFQ3_9GAMM Diguanylate cyclase (GGDEF) domain-containing protein OS=Pseudoalteromonas lipolytica OX=570156 GN=SAMN04487854_12149 PE=4 SV=1
Z5XUA4/18-168        -            151 Bac_globin           PF01152.28   121     0.036   12.8   0.0   1   1    0.0027     0.043   12.6   0.0    10    58    28    75    26   135 0.80 tr|Z5XUA4|Z5XUA4_9GAMM Diguanylate cyclase OS=Pseudoalteromonas lipolytica SCSIO 04301 OX=1452721 GN=AT00_07190 PE=4 SV=1
B8HX70/18-159        -            142 Bac_globin           PF01152.28   121     0.036   12.8   0.0   1   1    0.0029     0.047   12.4   0.0    14   111    24   123    18   132 0.70 tr|B8HX70|B8HX70_CYAP4 Uncharacterized protein OS=Cyanothece sp. (strain PCC 7425 / ATCC 29141) OX=395961 GN=Cyan7425_2403 PE=4 SV=1
A0A2E5UZR7/37-168    -            132 Bac_globin           PF01152.28   121     0.036   12.8   0.0   1   1    0.0039     0.063   12.0   0.0     9    60     7    58     5    82 0.86 tr|A0A2E5UZR7|A0A2E5UZR7_9RHOB Methyl-accepting transducer domain-containing protein OS=Oceanicaulis sp. OX=1924941 GN=CMH94_10660 PE=4 SV=1
A0A2E2XQ16/37-168    -            132 Bac_globin           PF01152.28   121     0.037   12.8   0.0   1   1    0.0039     0.063   12.0   0.0     9    60     7    58     5    82 0.86 tr|A0A2E2XQ16|A0A2E2XQ16_9RHOB Methyl-accepting transducer domain-containing protein OS=Maricaulis sp. OX=1486257 GN=CMF76_01240 PE=4 SV=1
A0A142X154/13-162    -            150 Bac_globin           PF01152.28   121     0.037   12.8   0.0   1   1    0.0028     0.046   12.5   0.0    10    91    24   105    18   130 0.76 tr|A0A142X154|A0A142X154_9PLAN Globin-coupled histidine kinase OS=Planctomyces sp. SH-PL14 OX=1632864 GN=gchK PE=4 SV=1
A0A2N2ACM5/23-175    -            153 Bac_globin           PF01152.28   121     0.037   12.8   0.0   1   1    0.0034     0.055   12.2   0.0    13    57    31    75    26    99 0.83 tr|A0A2N2ACM5|A0A2N2ACM5_9GAMM Uncharacterized protein OS=Gammaproteobacteria bacterium HGW-Gammaproteobacteria-1 OX=2013791 GN=CVV05_14800 PE=4 SV=1
A0A3M8CGJ2/39-190    -            152 Bac_globin           PF01152.28   121     0.037   12.8   0.0   1   1    0.0029     0.046   12.5   0.0    10    58    27    74    25   137 0.78 tr|A0A3M8CGJ2|A0A3M8CGJ2_9BACL Globin-coupled sensor protein OS=Brevibacillus invocatus OX=173959 GN=EDM52_10195 PE=4 SV=1
A0A1I6PSE5/33-156    -            124 Bac_globin           PF01152.28   121     0.037   12.8   0.0   1   1    0.0029     0.047   12.5   0.0    13    53    31    71    26   102 0.80 tr|A0A1I6PSE5|A0A1I6PSE5_9EURY Protoglobin OS=Halostagnicola kamekurae OX=619731 GN=SAMN04488556_0757 PE=4 SV=1
G4SZ55/13-166        -            154 Bac_globin           PF01152.28   121     0.037   12.8   0.1   1   1    0.0029     0.046   12.5   0.1    16    58    35    76    26   128 0.82 tr|G4SZ55|G4SZ55_META2 PAS/PAC sensor signal transduction histidine kinase OS=Methylomicrobium alcaliphilum (strain DSM 19304 / NCIMB 14124 / VKM B-2133 / 20Z) OX=1091494 GN=MEALZ_0507 PE=4 SV=1
A0A2Z4UG05/24-176    -            153 Bac_globin           PF01152.28   121     0.038   12.8   0.0   1   1     0.003     0.048   12.4   0.0    16    95    35   113    26   138 0.76 tr|A0A2Z4UG05|A0A2Z4UG05_9RHIZ Putative diguanylate cyclase AdrA OS=Rhodobiaceae bacterium OX=2026785 GN=adrA PE=4 SV=1
A0A0Q6GP39/29-181    -            153 Bac_globin           PF01152.28   121     0.038   12.7   0.0   1   1    0.0031      0.05   12.3   0.0    10    80    28    97    26   140 0.71 tr|A0A0Q6GP39|A0A0Q6GP39_9BACI Chemotaxis protein OS=Bacillus sp. Leaf13 OX=1736211 GN=ASG65_13715 PE=4 SV=1
A0A0Q9USH6/29-181    -            153 Bac_globin           PF01152.28   121     0.038   12.7   0.0   1   1    0.0031      0.05   12.3   0.0    10    80    28    97    26   140 0.71 tr|A0A0Q9USH6|A0A0Q9USH6_9BACI Chemotaxis protein OS=Bacillus sp. Soil768D1 OX=1736405 GN=ASG99_10355 PE=4 SV=1
A0A1H9YEL9/33-186    -            154 Bac_globin           PF01152.28   121     0.038   12.7   0.0   1   1     0.003     0.049   12.4   0.0    10    58    29    76    27   134 0.83 tr|A0A1H9YEL9|A0A1H9YEL9_9BACI Heam-based aerotactic trancducer OS=Salinibacillus kushneri OX=237682 GN=SAMN05421676_101138 PE=4 SV=1
A0A2E9DDL8/29-163    -            135 Bac_globin           PF01152.28   121     0.039   12.7   0.0   1   1    0.0038     0.062   12.1   0.0    13    61     9    56     4    73 0.88 tr|A0A2E9DDL8|A0A2E9DDL8_9GAMM Diguanylate cyclase OS=Oceanospirillaceae bacterium OX=1899355 GN=CMI01_02685 PE=4 SV=1
A0A368AUL4/20-167    -            148 Bac_globin           PF01152.28   121     0.041   12.6   0.0   1   1    0.0032     0.052   12.3   0.0    13    79    31    96    24   129 0.81 tr|A0A368AUL4|A0A368AUL4_9PSED Uncharacterized protein OS=Pseudomonas sp. AFG_SD02_1510_Pfu_092 OX=2259497 GN=C6A77_04760 PE=4 SV=1
A0A1B7INL9/34-138    -            105 Bac_globin           PF01152.28   121     0.042   12.6   0.0   1   1    0.0038     0.061   12.1   0.0     9    56     3    49     2    57 0.82 tr|A0A1B7INL9|A0A1B7INL9_9ENTR Putative heme-regulated two-component response regulator OS=Buttiauxella brennerae ATCC 51605 OX=1354251 GN=M975_2607 PE=4 SV=1
A0A084SSZ0/4-157     -            154 Bac_globin           PF01152.28   121     0.042   12.6   0.0   1   1    0.0034     0.054   12.2   0.0    10    58    29    76    26   124 0.89 tr|A0A084SSZ0|A0A084SSZ0_9DELT Histidine kinase OS=Archangium violaceum Cb vi76 OX=1406225 GN=Q664_21135 PE=4 SV=1
A0A1T1GYQ7/26-157    -            132 Bac_globin           PF01152.28   121     0.043   12.6   0.2   1   1     0.012      0.19   10.5   0.1    10    51     9    49     7    59 0.74 tr|A0A1T1GYQ7|A0A1T1GYQ7_9GAMM Diguanylate cyclase OS=Acinetobacter sp. ANC 4945 OX=1960941 GN=B1202_09075 PE=4 SV=1
M0KK08/36-197        -            162 Bac_globin           PF01152.28   121     0.043   12.6   0.1   1   1    0.0054     0.087   11.6   0.1    10    77    29    96    26   145 0.69 tr|M0KK08|M0KK08_9EURY Heme-based aerotactic transducer HemAT OS=Haloarcula amylolytica JCM 13557 OX=1227452 GN=C442_10576 PE=4 SV=1
A0A1Y3A9J7/19-198    -            180 Bac_globin           PF01152.28   121     0.044   12.5   0.1   1   1    0.0043     0.069   11.9   0.1    10    57    29    76    24   103 0.81 tr|A0A1Y3A9J7|A0A1Y3A9J7_9EURY Methyl-accepting chemotaxis protein OS=Halorubrum sp. SD683 OX=1855873 GN=B9G49_09410 PE=4 SV=1
A0A238VCV3/35-214    -            180 Bac_globin           PF01152.28   121     0.044   12.5   0.1   1   1    0.0043     0.069   11.9   0.1    10    57    29    76    24   103 0.81 tr|A0A238VCV3|A0A238VCV3_HALC1 Methyl-accepting chemotaxis protein OS=Halorubrum chaoviator (strain DSM 11365 / JCM 9573 / AUS-1) OX=335819 GN=SAMN06266787_1011192 PE=4 SV=1
A0A256J576/19-198    -            180 Bac_globin           PF01152.28   121     0.044   12.5   0.1   1   1    0.0043     0.069   11.9   0.1    10    57    29    76    24   103 0.81 tr|A0A256J576|A0A256J576_9EURY Globin-coupled sensor protein OS=Halorubrum ezzemoulense OX=337243 GN=DJ78_04085 PE=4 SV=1
A0A256JDK7/19-198    -            180 Bac_globin           PF01152.28   121     0.044   12.5   0.1   1   1    0.0043     0.069   11.9   0.1    10    57    29    76    24   103 0.81 tr|A0A256JDK7|A0A256JDK7_9EURY Methyl-accepting chemotaxis protein OS=Halorubrum ezzemoulense OX=337243 GN=DJ79_11410 PE=4 SV=1
A0A256K0A7/19-198    -            180 Bac_globin           PF01152.28   121     0.044   12.5   0.1   1   1    0.0043     0.069   11.9   0.1    10    57    29    76    24   103 0.81 tr|A0A256K0A7|A0A256K0A7_9EURY Methyl-accepting chemotaxis protein OS=Halorubrum ezzemoulense OX=337243 GN=DJ76_06265 PE=4 SV=1
A0A2G1WVF2/19-198    -            180 Bac_globin           PF01152.28   121     0.044   12.5   0.1   1   1    0.0043     0.069   11.9   0.1    10    57    29    76    24   103 0.81 tr|A0A2G1WVF2|A0A2G1WVF2_9EURY Methyl-accepting chemotaxis protein OS=Halorubrum sp. C191 OX=1383842 GN=Z052_06645 PE=4 SV=1
